player_id,player_slug,first_name,last_name,player_url,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,displayname
d198,slava-dosedel,Slava,Dosedel,http://www.atpworldtour.com/en/players/slava-dosedel/d198/overview,CZE,"Monte Carlo, Monaco","Prerov, Czech Republic",1970.08.14,1970.0,8.0,14.0,1989.0,175.0,79.0,"6'0""",72.0,183.0,,,Dosedel S.
d202,gary-drake,Gary,Drake,http://www.atpworldtour.com/en/players/gary-drake/d202/overview,GBR,,,,,,,,,,,,,,,Drake G.
d206,mark-draper,Mark,Draper,http://www.atpworldtour.com/en/players/mark-draper/d206/overview,AUS,"Brisbane, QSDL, Australia","Brisbane, QSDL, Australia",1971.02.11,1971.0,2.0,11.0,1989.0,165.0,75.0,"6'1""",73.0,185.0,,,Draper M.
d208,dominic-durand,Dominic,Durand,http://www.atpworldtour.com/en/players/dominic-durand/d208/overview,FRA,,,,,,,,,,,,,,,Durand D.
d207,dirk-dier,Dirk,Dier,http://www.atpworldtour.com/en/players/dirk-dier/d207/overview,GER,"Blieskastel, Germany","St. Ingbert, Germany",1972.02.16,1972.0,2.0,16.0,1990.0,170.0,77.0,"6'1""",73.0,185.0,,,Dier D.
d210,heath-denman,Heath,Denman,http://www.atpworldtour.com/en/players/heath-denman/d210/overview,AUS,,"Ipswich, QSLD, Australia",1971.01.17,1971.0,1.0,17.0,,160.0,73.0,"6'0""",72.0,183.0,,,Denman H.
d213,johan-de-beer,Johan,De Beer,http://www.atpworldtour.com/en/players/johan-de-beer/d213/overview,RSA,,"Pretoria, South Africa",1972.01.06,1972.0,1.0,6.0,,165.0,75.0,"6'3""",75.0,191.0,,,De Beer J.
d216,tim-donovan,Tim,Donovan,http://www.atpworldtour.com/en/players/tim-donovan/d216/overview,USA,"Boston, MA, USA","Pittsburgh, PA, USA",1967.02.20,1967.0,2.0,20.0,,145.0,66.0,"5'9""",69.0,175.0,,,Donovan T.
d211,john-laffnie-de-jager,John-Laffnie,de Jager,http://www.atpworldtour.com/en/players/john-laffnie-de-jager/d211/overview,RSA,"Ermelo Transvaal, South Africa","Johannesburg, South Africa",1973.03.17,1973.0,3.0,17.0,1992.0,180.0,82.0,"6'4""",76.0,193.0,,,De Jager J.
d214,martin-damm,Martin,Damm,http://www.atpworldtour.com/en/players/martin-damm/d214/overview,CZE,"Monte Carlo, Monaco","Liberec, Czech Republic",1972.08.01,1972.0,8.0,1.0,1990.0,195.0,88.0,"6'2""",74.0,188.0,,,Damm M.
d226,diego-del-rio,Diego,Del Rio,http://www.atpworldtour.com/en/players/diego-del-rio/d226/overview,ARG,"Bueons Aires, Argentina","Buenos Aires, Argentina",1972.09.04,1972.0,9.0,4.0,1990.0,170.0,77.0,"5'9""",69.0,175.0,,,Del Rio D.
d227,grant-doyle,Grant,Doyle,http://www.atpworldtour.com/en/players/grant-doyle/d227/overview,AUS,"Canberra, Australia","Sydney, NSW, Australia",1974.01.09,1974.0,1.0,9.0,1990.0,165.0,75.0,"5'11""",71.0,180.0,,,Doyle G.
d228,filip-dewulf,Filip,Dewulf,http://www.atpworldtour.com/en/players/filip-dewulf/d228/overview,BEL,"Leopoldsburg, Belgium","Mol, Belgium",1972.03.15,1972.0,3.0,15.0,1990.0,177.0,80.0,"6'3""",75.0,191.0,,,Dewulf F.
d239,bartlomiej-dabrowski,Bartlomiej,Dabrowski,http://www.atpworldtour.com/en/players/bartlomiej-dabrowski/d239/overview,POL,,,1972.08.20,1972.0,8.0,20.0,,,,,,,,,Dabrowski B.
d253,federico-dondo,Federico,Dondo,http://www.atpworldtour.com/en/players/federico-dondo/d253/overview,URU,,,1971.10.18,1971.0,10.0,18.0,,,,,,,,,Dondo F.
d249,hendrik-dreekmann,Hendrik,Dreekmann,http://www.atpworldtour.com/en/players/hendrik-dreekmann/d249/overview,GER,"Bielefeld, Germany","Bielefeld, Germany",1975.01.29,1975.0,1.0,29.0,1991.0,180.0,82.0,"6'2""",74.0,188.0,,,Dreekmann H.
d265,brian-dunn,Brian,Dunn,http://www.atpworldtour.com/en/players/brian-dunn/d265/overview,USA,"Brandon, FL","Tampa, FL",1974.04.05,1974.0,4.0,5.0,1992.0,200.0,91.0,"6'7""",79.0,201.0,,,Dunn B.
d270,scott-draper,Scott,Draper,http://www.atpworldtour.com/en/players/scott-draper/d270/overview,AUS,"Sydney, NSW, Australia","Brisbane, QLD, Australia",1974.06.05,1974.0,6.0,5.0,1993.0,170.0,77.0,"5'10""",70.0,178.0,Left-Handed,One-Handed Backhand,Draper S.
d276,carlos-drada,Carlos,Drada,http://www.atpworldtour.com/en/players/carlos-drada/d276/overview,COL,,,1975.02.09,1975.0,2.0,9.0,,,,,,,,,Drada C.
d272,antony-dupuis,Antony,Dupuis,http://www.atpworldtour.com/en/players/antony-dupuis/d272/overview,FRA,"Villeneuve Le Comte, France","Bayonne, France",1973.02.24,1973.0,2.0,24.0,1992.0,192.0,87.0,"6'1""",73.0,185.0,,,Dupuis A.
d279,steven-downs,Steven,Downs,http://www.atpworldtour.com/en/players/steven-downs/d279/overview,NZL,,"Auckland, New Zealand",1975.09.08,1975.0,9.0,8.0,1994.0,170.0,77.0,"6'0""",72.0,183.0,,,Downs S.
d295,sergi-duran,Sergi,Duran,http://www.atpworldtour.com/en/players/sergi-duran/d295/overview,ESP,,,1976.06.23,1976.0,6.0,23.0,,,,,,,,,Duran S.
d316,ramon-delgado,Ramon,Delgado,http://www.atpworldtour.com/en/players/ramon-delgado/d316/overview,PAR,"Asuncion, Paraguay","Asuncion, Paraguay",1976.11.14,1976.0,11.0,14.0,1995.0,174.0,79.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand,Delgado R.
d289,jamie-delgado,Jamie,Delgado,http://www.atpworldtour.com/en/players/jamie-delgado/d289/overview,GBR,"London, England","Birmingham, England",1977.03.21,1977.0,3.0,21.0,1995.0,155.0,70.0,"5'10""",70.0,178.0,,,Delgado J.
d330,alessio-di-mauro,Alessio,Di Mauro,http://www.atpworldtour.com/en/players/alessio-di-mauro/d330/overview,ITA,"Siracusa, Italy","Siracusa, Italy",1977.08.09,1977.0,8.0,9.0,1998.0,156.0,71.0,"6'1""",73.0,185.0,,,Di Mauro A.
d347,mariano-delfino,Mariano,Delfino,http://www.atpworldtour.com/en/players/mariano-delfino/d347/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1977.09.20,1977.0,9.0,20.0,1997.0,187.0,85.0,"6'0""",72.0,183.0,,,Delfino M.
d351,sebastien-de-chaunac,Sebastien,De Chaunac,http://www.atpworldtour.com/en/players/sebastien-de-chaunac/d351/overview,FRA,"Aix en Provence, France","Nevers, France",1977.10.07,1977.0,10.0,7.0,1998.0,163.0,74.0,"6'0""",72.0,183.0,,,De Chaunac S.
d353,jose-de-armas,Jose,De Armas,http://www.atpworldtour.com/en/players/jose-de-armas/d353/overview,VEN,"Caracas, Venezuela","Florida, USA",1981.03.25,1981.0,3.0,25.0,1999.0,172.0,78.0,,,,,,De Armas J.
d357,arnaud-di-pasquale,Arnaud,Di Pasquale,http://www.atpworldtour.com/en/players/arnaud-di-pasquale/d357/overview,FRA,"Geneva, Switzerland","Casablanca, Morocco",1979.02.11,1979.0,2.0,11.0,1998.0,176.0,80.0,"6'1""",73.0,185.0,Right-Handed,One-Handed Backhand,Di Pasquale A.
d359,artem-derepasko,Artem,Derepasko,http://www.atpworldtour.com/en/players/artem-derepasko/d359/overview,RUS,,,1980.01.26,1980.0,1.0,26.0,,,,,,,,,Derepasko A.
d361,massimo-dellacqua,Massimo,Dell'Acqua,http://www.atpworldtour.com/en/players/massimo-dellacqua/d361/overview,ITA,"Terni, Italy","Como, Italy",1979.09.06,1979.0,9.0,6.0,1999.0,190.0,86.0,"6'4""",76.0,193.0,,,Dell'Acqua M.
d363,dejan-djokic,Dejan,Djokic,http://www.atpworldtour.com/en/players/dejan-djokic/d363/overview,SRB,,,1980.10.19,1980.0,10.0,19.0,,,,,,,,,Djokic D.
d362,taylor-dent,Taylor,Dent,http://www.atpworldtour.com/en/players/taylor-dent/d362/overview,USA,"Bradenton, FL, USA","Newport Beach, CA, USA",1981.04.24,1981.0,4.0,24.0,1998.0,195.0,88.0,"6'2""",74.0,188.0,Right-Handed,One-Handed Backhand,Dent T.
d370,thomas-dupre,Thomas,Dupre,http://www.atpworldtour.com/en/players/thomas-dupre/d370/overview,FRA,,,1974.06.09,1974.0,6.0,9.0,,,,,,,,,Dupre T.
d385,benedikt-dorsch,Benedikt,Dorsch,http://www.atpworldtour.com/en/players/benedikt-dorsch/d385/overview,GER,"Seehausen, Germany","Garmisch-Patenkirchen, GER",1981.01.10,1981.0,1.0,10.0,2005.0,185.0,84.0,"5'10""",70.0,178.0,,,Dorsch B.
d424,rik-de-voest,Rik,De Voest,http://www.atpworldtour.com/en/players/rik-de-voest/d424/overview,RSA,"Pretoria,S.Africa/Vancouver,Ca","Milan, Italy",1980.06.05,1980.0,6.0,5.0,1999.0,150.0,68.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,De Voest R.
d402,nikolay-davydenko,Nikolay,Davydenko,http://www.atpworldtour.com/en/players/nikolay-davydenko/d402/overview,RUS,"Moscow, Russia","Severodonezk, Ukraine",1981.06.02,1981.0,6.0,2.0,1999.0,154.0,70.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand,Davydenko N.
d437,andres-dellatorre,Andres,Dellatorre,http://www.atpworldtour.com/en/players/andres-dellatorre/d437/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1980.07.09,1980.0,7.0,9.0,1999.0,187.0,85.0,"6'3""",75.0,191.0,,,Dellatorre A.
d438,amer-delic,Amer,Delic,http://www.atpworldtour.com/en/players/amer-delic/d438/overview,BIH,"Jacksonville, Florida, USA","Tuzla, Bosnia",1982.06.30,1982.0,6.0,30.0,2003.0,205.0,93.0,"6'5""",77.0,196.0,Right-Handed,One-Handed Backhand,Delic A.
d468,thomas-drouet,Thomas,Drouet,http://www.atpworldtour.com/en/players/thomas-drouet/d468/overview,MON,,,1983.05.17,1983.0,5.0,17.0,,,,,,,,,Drouet T.
d463,baptiste-dupuy,Baptiste,Dupuy,http://www.atpworldtour.com/en/players/baptiste-dupuy/d463/overview,FRA,,,1981.01.16,1981.0,1.0,16.0,,,,,,,,,Dupuy B.
d469,nicolas-devilder,Nicolas,Devilder,http://www.atpworldtour.com/en/players/nicolas-devilder/d469/overview,FRA,"Boulogne Billancourt, France","Dax, France",1980.03.25,1980.0,3.0,25.0,2000.0,143.0,65.0,"5'8""",68.0,173.0,Left-Handed,Two-Handed Backhand,Devilder N.
d479,sebastian-decoud,Sebastian,Decoud,http://www.atpworldtour.com/en/players/sebastian-decoud/d479/overview,ARG,Bogota Colombia,"Curuzu Cuatia, Argentina",1981.09.18,1981.0,9.0,18.0,2000.0,176.0,80.0,"5'11""",71.0,180.0,Left-Handed,One-Handed Backhand,Decoud S.
d499,frank-dancevic,Frank,Dancevic,http://www.atpworldtour.com/en/players/frank-dancevic/d499/overview,CAN,"Niagara Falls, Canada","Niagara Falls, Canada",1984.09.26,1984.0,9.0,26.0,2003.0,175.0,79.0,"6'1""",73.0,185.0,Right-Handed,One-Handed Backhand,Dancevic F.
d487,lukas-dlouhy,Lukas,Dlouhy,http://www.atpworldtour.com/en/players/lukas-dlouhy/d487/overview,CZE,"Monte Carlo, Monaco","Pisek, Czech Republic",1983.04.09,1983.0,4.0,9.0,2001.0,194.0,88.0,"6'1""",73.0,185.0,,,Dlouhy L.
d502,yann-dupuy,Yann,Dupuy,http://www.atpworldtour.com/en/players/yann-dupuy/d502/overview,FRA,,,1978.04.20,1978.0,4.0,20.0,,,,,,,,,Dupuy Y.
d519,vadim-davletshin,Vadim,Davletshin,http://www.atpworldtour.com/en/players/vadim-davletshin/d519/overview,RUS,,,1984.10.07,1984.0,10.0,7.0,,,,,,,,,Davletshin V.
d526,raphael-durek,Raphael,Durek,http://www.atpworldtour.com/en/players/raphael-durek/d526/overview,AUS,"Sydney, NSW, Australia","Belo Horizonte, Brazil",1984.02.02,1984.0,2.0,2.0,2003.0,174.0,79.0,"6'2""",74.0,188.0,,,Durek R.
d532,minh-quan-do,Minh-Quan,Do,http://www.atpworldtour.com/en/players/minh-quan-do/d532/overview,VIE,,,1984.01.07,1984.0,1.0,7.0,,,,,,,,,Do M.
d531,jaroslav-drobny,Jaroslav,Drobny,http://www.atpworldtour.com/en/players/jaroslav-drobny/d531/overview,CZE,,"Prague, Czech Republic",1921.10.12,1921.0,10.0,12.0,,,,,,,,,Drobny J.
d536,hugh-ditzler,Hugh,Ditzler,http://www.atpworldtour.com/en/players/hugh-ditzler/d536/overview,USA,,"Berkeley, CA, U.S.A.",,,,,,,,,,,,,Ditzler H.
d537,larry-dodge,Larry,Dodge,http://www.atpworldtour.com/en/players/larry-dodge/d537/overview,USA,,,,,,,,,,,,,,,Dodge L.
d538,charles-darley,Charles,Darley,http://www.atpworldtour.com/en/players/charles-darley/d538/overview,USA,,"Iowa City, IA, U.S.A.",1946.06.13,1946.0,6.0,13.0,,,,,,,,,Darley C.
d540,tin-dong,Tin,Dong,http://www.atpworldtour.com/en/players/tin-dong/d540/overview,USA,,,1982.11.06,1982.0,11.0,6.0,,,,,,,,,Dong T.
d551,farrukh-dustov,Farrukh,Dustov,http://www.atpworldtour.com/en/players/farrukh-dustov/d551/overview,UZB,"Tashkent, Uzbekistan","Tashkent, Uzbekistan",1986.05.22,1986.0,5.0,22.0,2003.0,194.0,88.0,"6'4""",76.0,193.0,,,Dustov F.
d555,sergei-demekhine,Sergei,Demekhine,http://www.atpworldtour.com/en/players/sergei-demekhine/d555/overview,RUS,,,1984.03.30,1984.0,3.0,30.0,,,,,,,,,Demekhine S.
d574,eleazar-davidman,Eleazar,Davidman,http://www.atpworldtour.com/en/players/eleazar-davidman/d574/overview,ISR,,,,,,,,,,,,,,,Davidman E.
d590,chuck-de-voe,Chuck,De Voe,http://www.atpworldtour.com/en/players/chuck-de-voe/d590/overview,USA,,,,,,,,,,,,,,,De Voe C.
d614,pawel-dilaj,Pawel,Dilaj,http://www.atpworldtour.com/en/players/pawel-dilaj/d614/overview,POL,,,,,,,,,,,,,,,Dilaj P.
d556,brian-dabul,Brian,Dabul,http://www.atpworldtour.com/en/players/brian-dabul/d556/overview,ARG,"Buenos Aires, Argentina","Buenos Aires, Argentina",1984.02.24,1984.0,2.0,24.0,2001.0,154.0,70.0,"5'7""",67.0,170.0,,,Dabul B.
d616,somdev-devvarman,Somdev,Devvarman,http://www.atpworldtour.com/en/players/somdev-devvarman/d616/overview,IND,"Charlottesville,VA, U.S.A.","Assam, India",1985.02.13,1985.0,2.0,13.0,2008.0,160.0,73.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,Devvarman S.
d617,ryler-deheart,Ryler,DeHeart,http://www.atpworldtour.com/en/players/ryler-deheart/d617/overview,USA,"Champaign, Illinois","Kauai, Hawaii",1984.01.03,1984.0,1.0,3.0,2006.0,175.0,79.0,"6'0""",72.0,183.0,Left-Handed,One-Handed Backhand,Deheart R.
d626,kevin-deden,Kevin,Deden,http://www.atpworldtour.com/en/players/kevin-deden/d626/overview,GER,,,1984.02.25,1984.0,2.0,25.0,,,,,,,,,Deden K.
d632,steve-darcis,Steve,Darcis,http://www.atpworldtour.com/en/players/steve-darcis/d632/overview,BEL,"Anthisnes, Belgium","Liege, Belgium",1984.03.13,1984.0,3.0,13.0,2003.0,169.0,77.0,"5'10""",70.0,178.0,Right-Handed,One-Handed Backhand,Darcis S.
d643,novak-djokovic,Novak,Djokovic,http://www.atpworldtour.com/en/players/novak-djokovic/d643/overview,SRB,"Monte Carlo, Monaco","Belgrade, Serbia",1987.05.22,1987.0,5.0,22.0,2003.0,170.0,77.0,"6'2""",74.0,188.0,Right-Handed,Two-Handed Backhand,Djokovic N.
d649,kanyab-derafshijavan,Kanyab,Derafshijavan,http://www.atpworldtour.com/en/players/kanyab-derafshijavan/d649/overview,IRI,,,1954.04.06,1954.0,4.0,6.0,,,,,,,,,Derafshijavan K.
d646,ivan-dodig,Ivan,Dodig,http://www.atpworldtour.com/en/players/ivan-dodig/d646/overview,CRO,"Freeport, Bahamas","Medjugorje, Bosnia-Herzegovina",1985.01.02,1985.0,1.0,2.0,2004.0,183.0,83.0,"6'0""",72.0,183.0,Right-Handed,Two-Handed Backhand,Dodig I.
d650,micky-dominguez,Micky,Dominguez,http://www.atpworldtour.com/en/players/micky-dominguez/d650/overview,PHI,,,1947.09.07,1947.0,9.0,7.0,,,,,,,,,Dominguez M.
d651,nimish-desai,Nimish,Desai,http://www.atpworldtour.com/en/players/nimish-desai/d651/overview,IND,,,,,,,,,,,,,,,Desai N.
d662,yildirak-das,Yildirak,Das,http://www.atpworldtour.com/en/players/yildirak-das/d662/overview,TUR,,,,,,,,,,,,,,,Das Y.
d665,bien-dimalanta,Bien,Dimalanta,http://www.atpworldtour.com/en/players/bien-dimalanta/d665/overview,PHI,,,1949.03.21,1949.0,3.0,21.0,,,,,,,,,Dimalanta B.
d677,zach-dailey,Zach,Dailey,http://www.atpworldtour.com/en/players/zach-dailey/d677/overview,USA,,,1981.11.14,1981.0,11.0,14.0,,,,,,,,,Dailey Z.
d683,juan-martin-del-potro,Juan Martin,del Potro,http://www.atpworldtour.com/en/players/juan-martin-del-potro/d683/overview,ARG,"Tandil, Argentina","Tandil, Argentina",1988.09.23,1988.0,9.0,23.0,2005.0,214.0,97.0,"6'6""",78.0,198.0,Right-Handed,Two-Handed Backhand,Del Potro J.
d684,weerapat-doakmaiklee,Weerapat,Doakmaiklee,http://www.atpworldtour.com/en/players/weerapat-doakmaiklee/d684/overview,THA,,,1987.06.13,1987.0,6.0,13.0,,,,,,,,,Doakmaiklee W.
d686,pierre-ludovic-duclos,Pierre-Ludovic,Duclos,http://www.atpworldtour.com/en/players/pierre-ludovic-duclos/d686/overview,CAN,"Tampa, Florida, USA","Quebec, Canada",1986.01.08,1986.0,1.0,8.0,2007.0,165.0,75.0,"6'2""",74.0,188.0,,,Duclos P.
d689,luis-diaz-barriga,Luis,Diaz-Barriga,http://www.atpworldtour.com/en/players/luis-diaz-barriga/d689/overview,MEX,,,1986.04.09,1986.0,4.0,9.0,,,,,,,,,Diaz-Barriga L.
d716,jeff-dadamo,Jeff,Dadamo,http://www.atpworldtour.com/en/players/jeff-dadamo/d716/overview,USA,,,1989.07.17,1989.0,7.0,17.0,,,,,,,,,Dadamo J.
d718,remko-de-rijke,Remko,de Rijke,http://www.atpworldtour.com/en/players/remko-de-rijke/d718/overview,NED,The Netherlands,,1986.11.06,1986.0,11.0,6.0,,,,,,,,,De Rijke R.
d727,jeffrey-das,Jeffrey,Das,http://www.atpworldtour.com/en/players/jeffrey-das/d727/overview,USA,United States,,1985.02.25,1985.0,2.0,25.0,,,,,,,,,Das J.
d729,jonathan-dasnieres-de-veigy,Jonathan,Dasnieres de Veigy,http://www.atpworldtour.com/en/players/jonathan-dasnieres-de-veigy/d729/overview,FRA,"Boulogne-Billancourt, France","Nimes, France",1987.01.05,1987.0,1.0,5.0,2008.0,168.0,76.0,"5'9""",69.0,175.0,Left-Handed,Two-Handed Backhand,Dasnieres De Veigy J.
d735,damiano-di-ienno,Damiano,Di Ienno,http://www.atpworldtour.com/en/players/damiano-di-ienno/d735/overview,ITA,Italy,,1989.05.18,1989.0,5.0,18.0,,,,,,,,,Di Ienno D.
d749,daniel-danilovic,Daniel,Danilovic,http://www.atpworldtour.com/en/players/daniel-danilovic/d749/overview,SWE,,"Stockholm, Sweden",1988.07.25,1988.0,7.0,25.0,,,,,,,Right-Handed,Two-Handed Backhand,Danilovic D.
d750,kenny-de-schepper,Kenny,De Schepper,http://www.atpworldtour.com/en/players/kenny-de-schepper/d750/overview,FRA,"Toulouse, France","Bordeaux, France",1987.05.29,1987.0,5.0,29.0,2010.0,229.0,104.0,"6'8""",80.0,203.0,Left-Handed,One-Handed Backhand,De Schepper K.
d752,niels-desein,Niels,Desein,http://www.atpworldtour.com/en/players/niels-desein/d752/overview,BEL,"Oostende, Belgium","Gent, Belgium",1987.06.09,1987.0,6.0,9.0,2007.0,187.0,85.0,"6'3""",75.0,191.0,,,Desein N.
d763,marcus-daniell,Marcus,Daniell,http://www.atpworldtour.com/en/players/marcus-daniell/d763/overview,NZL,"London, England","Masterton, New Zealand",1989.11.09,1989.0,11.0,9.0,2008.0,172.0,78.0,"6'3""",75.0,191.0,Right-Handed,Two-Handed Backhand,Daniell M.
d776,thiemo-de-bakker,Thiemo,de Bakker,http://www.atpworldtour.com/en/players/thiemo-de-bakker/d776/overview,NED,"Gravenzande, The Netherlands","The Hague, The Netherlands",1988.09.19,1988.0,9.0,19.0,,182.0,83.0,"6'4""",76.0,193.0,Right-Handed,Two-Handed Backhand,De Bakker T.
d787,guillermo-duran,Guillermo,Duran,http://www.atpworldtour.com/en/players/guillermo-duran/d787/overview,ARG,"Tucuman, Argentina","Tucuman, Argentina",1988.06.06,1988.0,6.0,6.0,2009.0,181.0,82.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand,Duran G.
d790,mark-de-jong,Mark,De Jong,http://www.atpworldtour.com/en/players/mark-de-jong/d790/overview,NED,,,1987.02.20,1987.0,2.0,20.0,,,,,,,,,De Jong M.
d808,julien-dubail,Julien,Dubail,http://www.atpworldtour.com/en/players/julien-dubail/d808/overview,BEL,"Gelbressee, Belgium","Namur, Belgium",1988.02.14,1988.0,2.0,14.0,,172.0,78.0,"6'4""",76.0,193.0,,,Dubail J.
d801,alexandr-dolgopolov,Alexandr,Dolgopolov,http://www.atpworldtour.com/en/players/alexandr-dolgopolov/d801/overview,UKR,"Monte Carlo, Monaco","Kiev, Ukraine",1988.11.07,1988.0,11.0,7.0,2006.0,157.0,71.0,"5'11""",71.0,180.0,Right-Handed,Two-Handed Backhand,Dolgopolov A.
d815,fabiano-de-paula,Fabiano,De Paula,http://www.atpworldtour.com/en/players/fabiano-de-paula/d815/overview,BRA,"Rio De Janeiro, Brazil","Rio De Janeiro, Brazil",1988.11.28,1988.0,11.0,28.0,,172.0,78.0,"5'10""",70.0,178.0,Right-Handed,One-Handed Backhand,De Paula F.
d820,ye-du,Ye,Du,http://www.atpworldtour.com/en/players/ye-du/d820/overview,CHN,,,1988.03.14,1988.0,3.0,14.0,,,,,,,,,Du Y.
d837,luigi-dagord,Luigi,D'Agord,http://www.atpworldtour.com/en/players/luigi-dagord/d837/overview,ITA,,,1984.10.10,1984.0,10.0,10.0,,,,,,,,,D'Agord L.
d833,marcelo-demoliner,Marcelo,Demoliner,http://www.atpworldtour.com/en/players/marcelo-demoliner/d833/overview,BRA,"Rio de Janeiro, Brazil","Caxias do Sul, Brazil",1989.01.18,1989.0,1.0,18.0,,189.0,86.0,"6'3""",75.0,191.0,Right-Handed,One-Handed Backhand,Demoliner M.
d844,gabriel-dias,Gabriel,Dias,http://www.atpworldtour.com/en/players/gabriel-dias/d844/overview,BRA,,,1991.06.21,1991.0,6.0,21.0,,,,,,,,,Dias G.
d846,adrian-marin-dancescu,Adrian-Marin,Dancescu,http://www.atpworldtour.com/en/players/adrian-marin-dancescu/d846/overview,ROU,,,1989.07.11,1989.0,7.0,11.0,,,,,,,,,Dancescu A.
d856,silvio-dadic,Silvio,Dadic,http://www.atpworldtour.com/en/players/silvio-dadic/d856/overview,CRO,"Split, Croatia","Split, Croatia",1990.11.07,1990.0,11.0,7.0,,,,,,,,,Dadic S.
d861,graeme-dyce,Graeme,Dyce,http://www.atpworldtour.com/en/players/graeme-dyce/d861/overview,GBR,,,1989.07.24,1989.0,7.0,24.0,,,,,,,,,Dyce G.
d864,evgeny-donskoy,Evgeny,Donskoy,http://www.atpworldtour.com/en/players/evgeny-donskoy/d864/overview,RUS,"Moscow, Russia","Moscow, Russia",1990.05.09,1990.0,5.0,9.0,2007.0,163.0,74.0,"6'1""",73.0,185.0,Right-Handed,Two-Handed Backhand,Donskoy E.
d871,christopher-dekker,Christopher,Dekker,http://www.atpworldtour.com/en/players/christopher-dekker/d871/overview,NED,,,1987.10.13,1987.0,10.0,13.0,,,,,,,,,Dekker C.
d862,dorian-descloix,Dorian,Descloix,http://www.atpworldtour.com/en/players/dorian-descloix/d862/overview,FRA,"Montpellier, France","Montpellier, France",1988.03.14,1988.0,3.0,14.0,,190.0,86.0,"6'4""",76.0,193.0,Right-Handed,One-Handed Backhand,Descloix D.
d868,christopher-diaz-figueroa,Christopher,Diaz-Figueroa,http://www.atpworldtour.com/en/players/christopher-diaz-figueroa/d868/overview,GUA,Guatemala City ,Guatemala,1990.03.14,1990.0,3.0,14.0,,157.0,71.0,"5'10""",70.0,178.0,Right-Handed,Two-Handed Backhand,Diaz-Figueroa C.
d873,jonathan-david,Jonathan,David,http://www.atpworldtour.com/en/players/jonathan-david/d873/overview,CAN,"Mississauga, Canada","Bratislava, Slovakia",1988.09.01,1988.0,9.0,1.0,,137.0,62.0,"5'7""",67.0,170.0,Right-Handed,Two-Handed Backhand,David J.
d876,ben-dunbar,Ben,Dunbar,http://www.atpworldtour.com/en/players/ben-dunbar/d876/overview,GBR,,,1989.08.17,1989.0,8.0,17.0,,,,,,,,,Dunbar B.
d878,alexander-domijan,Alexander,Domijan,http://www.atpworldtour.com/en/players/alexander-domijan/d878/overview,USA,,,1991.09.03,1991.0,9.0,3.0,,,,,,,,,Domijan A.
d874,federico-delbonis,Federico,Delbonis,http://www.atpworldtour.com/en/players/federico-delbonis/d874/overview,ARG,"Azul, Argentina","Azul, Argentina",1990.10.05,1990.0,10.0,5.0,2007.0,194.0,88.0,"6'3""",75.0,191.0,Left-Handed,Two-Handed Backhand,Delbonis F.
d875,grigor-dimitrov,Grigor,Dimitrov,http://www.atpworldtour.com/en/players/grigor-dimitrov/d875/overview,BUL,"Monte Carlo, Monaco","Haskovo, Bulgaria",1991.05.16,1991.0,5.0,16.0,2008.0,176.0,80.0,"6'3""",75.0,191.0,Right-Handed,One-Handed Backhand,Dimitrov G.
d891,jared-drucker,Jared,Drucker,http://www.atpworldtour.com/en/players/jared-drucker/d891/overview,USA,,,1986.05.29,1986.0,5.0,29.0,,,,,,,,,Drucker J.
d893,marko-djokovic,Marko,Djokovic,http://www.atpworldtour.com/en/players/marko-djokovic/d893/overview,SRB,,,1991.08.20,1991.0,8.0,20.0,,,,,,,,,Djokovic M.
d908,philipp-davydenko,Philipp,Davydenko,http://www.atpworldtour.com/en/players/philipp-davydenko/d908/overview,RUS,"Bedburg, Germany","Volgograd, Russia",1992.09.02,1992.0,9.0,2.0,,174.0,79.0,"6'0""",72.0,183.0,Right-Handed,One-Handed Backhand,Davydenko P.
d915,eduardo-dischinger,Eduardo,Dischinger,http://www.atpworldtour.com/en/players/eduardo-dischinger/d915/overview,BRA,,,1992.05.18,1992.0,5.0,18.0,,,,,,,,,Dischinger E.
d917,sadio-doumbia,Sadio,Doumbia,http://www.atpworldtour.com/en/players/sadio-doumbia/d917/overview,FRA,"Toulouse, France","Toulouse, France",1990.09.12,1990.0,9.0,12.0,,174.0,79.0,"6'1""",73.0,185.0,Right-Handed,One-Handed Backhand,Doumbia S.
d916,steven-diez,Steven,Diez,http://www.atpworldtour.com/en/players/steven-diez/d916/overview,CAN,,,1991.03.17,1991.0,3.0,17.0,,,,,,,Right-Handed,Two-Handed Backhand,Diez S.
d928,francisco-dias,Francisco,Dias,http://www.atpworldtour.com/en/players/francisco-dias/d928/overview,POR,"Lisbon, Portugal","Lisbon, Portugal",1992.05.01,1992.0,5.0,1.0,,,,,,,,,Dias F.
